"location","source","target"
"app/main/views/add_service.py:33 app/main/views/service_settings.py:273","About your service",""
"app/main/views/add_service.py:172","header",""
"app/main/views/api_keys.py:58","Safelist updated",""
"app/main/views/api_keys.py:84 app/templates/views/api/keys.html:77","Live – sends to anyone",""
"app/main/views/api_keys.py:85 app/templates/views/api/keys.html:79","Team and safelist – limits who you can send to",""
"app/main/views/api_keys.py:86 app/templates/views/api/keys.html:81","Test – pretends to send messages",""
"app/main/views/api_keys.py:91","Not available because your service is in trial mode.",""
"app/main/views/api_keys.py:128","Are you sure you want to revoke",""
"app/main/views/api_keys.py:129","You will not be able to use this API key to connect to GC Notify",""
"app/main/views/api_keys.py:138","was revoked",""
"app/main/views/api_keys.py:194 app/main/views/api_keys.py:470","Your Callback configuration has been deleted.",""
"app/main/views/api_keys.py:197 app/main/views/api_keys.py:473","Are you sure you want to delete this callback configuration?",""
"app/main/views/api_keys.py:221 app/main/views/api_keys.py:353","Must start with https://",""
"app/main/views/api_keys.py:247 app/main/views/api_keys.py:298 app/main/views/api_keys.py:373 app/main/views/api_keys.py:422","The service {} took longer than 1 second to respond.",""
"app/main/views/api_keys.py:255 app/main/views/api_keys.py:306 app/main/views/api_keys.py:381 app/main/views/api_keys.py:430","The service {} responded in {} seconds.",""
"app/main/views/api_keys.py:264 app/main/views/api_keys.py:315 app/main/views/api_keys.py:390 app/main/views/api_keys.py:439","We’ve saved your callback configuration. {} responded in {} seconds.",""
"app/main/views/api_keys.py:282 app/main/views/api_keys.py:411","We’ve set up your callback configuration. {} responded in {} seconds.",""
"app/main/views/contact.py:118","Tell us more",""
"app/main/views/contact.py:119","Your message",""
"app/main/views/contact.py:122","How can we do better?",""
"app/main/views/contact.py:125","Describe the problem.",""
"app/main/views/contact.py:128","Your question",""
"app/main/views/dashboard.py:731 app/templates/views/dashboard/monthly.html:11","fiscal year",""
"app/main/views/dashboard.py:734 app/templates/views/dashboard/monthly.html:11 app/templates/views/notifications/notification.html:42","to",""
"app/main/views/email_branding.py:216 app/main/views/email_branding.py:286 app/main/views/service_settings.py:169 app/main/views/service_settings.py:225 app/main/views/service_settings.py:447 app/main/views/service_settings.py:895 app/main/views/service_settings.py:1464","Setting updated",""
"app/main/views/email_branding.py:325 app/main/views/email_branding.py:327","French-first government of Canada logo",""
"app/main/views/email_branding.py:335 app/main/views/email_branding.py:336","English-first government of Canada logo",""
"app/main/views/email_branding.py:348","custom brand logo",""
"app/main/views/email_branding.py:352","Email preview",""
"app/main/views/email_branding.py:356 app/main/views/index.py:197","An example email showing the {} at the top left.",""
"app/main/views/email_branding.py:357 app/main/views/index.py:198","The canada wordmark is displayed at the bottom right.",""
"app/main/views/email_branding.py:360","There’s a custom logo at the top left and no logo at the bottom.",""
"app/main/views/find_users.py:40","Are you sure you want to block this user?",""
"app/main/views/find_users.py:53","Are you sure you want to unblock this user?",""
"app/main/views/find_users.py:67","There’s no way to reverse this. Are you sure you want to archive this user?",""
"app/main/views/find_users.py:83","Are you sure you want to request a password reset for this user?",""
"app/main/views/find_users.py:99","Please choose a valid authentication type.",""
"app/main/views/forgot_password.py:21","You cannot reset your password as your account has been blocked. Please email us at assistance+notification@cds-snc.ca",""
"app/main/views/invites.py:27 app/main/views/invites.py:89","There was a problem adding you to this service. Try the link again.",""
"app/main/views/invites.py:33 app/main/views/invites.py:108","You’re signed in as %(email)s. This invite is for another email address. <a href=%(href)s>Sign out</a> and select the link again to accept this invite.",""
"app/main/views/invites.py:53 app/main/views/invites.py:87 app/main/views/verify.py:99","You've already been added to this service.",""
"app/main/views/invites.py:102","bad invitation link",""
"app/main/views/jobs.py:91 app/templates/partials/jobs/status.html:5 app/templates/views/jobs/job.html:12 app/templates/views/jobs/job.html:23 app/templates/views/jobs/job.html:26 app/templates/views/jobs/jobs.html:12","Scheduled messages",""
"app/main/views/manage_users.py:78 app/main/views/organisations.py:109","Invite sent to",""
"app/main/views/manage_users.py:152 app/main/views/manage_users.py:163","You cannot leave this team at this time",""
"app/main/views/manage_users.py:154","“{}” has only 2 team members, the minimum for a live service. You’ll be able to leave once someone else accepts an invitation to join the team for this service.",""
"app/main/views/manage_users.py:165","You’re the only team member of “{}” with permission to “Manage settings and team”. To leave this service, you must first give another team member this permission.",""
"app/main/views/manage_users.py:179","You’re no longer on the team for “{}”",""
"app/main/views/new_password.py:38","The link in the email we sent you has expired",""
"app/main/views/new_password.py:40","The security code in the email we sent you has expired. Enter your email address to re-send.",""
"app/main/views/new_password.py:49","The security code in the email has already been used",""
"app/main/views/newsletter.py:120","We’ve sent you the most recent newsletter",""
"app/main/views/newsletter.py:146","You’ll receive the next newsletter in {}",""
"app/main/views/organisations.py:143 app/templates/views/edit-user-permissions.html:15","Are you sure you want to remove",""
"app/main/views/platform_admin.py:639","Removed {count} {name} object{plural} from redis",""
"app/main/views/send.py:306 app/main/views/send.py:408","Could not read {}. Try using a different file format. Ensure your file is encoded as UTF-8.",""
"app/main/views/send.py:313 app/main/views/send.py:415","{} contains numbers or dates that GC Notify can’t understand. Try formatting all columns as ‘text’ or export your file as CSV.",""
"app/main/views/send.py:318","Try creating {} in a different application",""
"app/main/views/send.py:475","(Default)",""
"app/main/views/send.py:477","(Receives replies)",""
"app/main/views/send.py:479","(Default and receives replies)",""
"app/main/views/send.py:500 app/main/views/send.py:501","Where should replies come back to?",""
"app/main/views/send.py:505","Send to one recipient",""
"app/main/views/send.py:506","What should appear in the top right of the letter?",""
"app/main/views/send.py:510 app/main/views/send.py:511","Who should the message come from?",""
"app/main/views/send.py:1195","Example text message",""
"app/main/views/send.py:1198","Personalise this message",""
"app/main/views/service_settings.py:87","Receive inbound SMS",""
"app/main/views/service_settings.py:92","Uploading letters",""
"app/main/views/service_settings.py:173 app/templates/views/service-settings/name.html:9 app/templates/views/service-settings/name.html:15","Change your service name",""
"app/main/views/service_settings.py:229 app/templates/views/service-settings/email_from.html:9 app/templates/views/service-settings/email_from.html:15","Change your sending email address",""
"app/main/views/service_settings.py:282","About your notifications",""
"app/main/views/service_settings.py:383","Your request was submitted.",""
"app/main/views/service_settings.py:404 app/main/views/service_settings.py:1119 app/main/views/service_settings.py:1133 app/main/views/service_settings.py:1151 app/main/views/service_settings.py:1169","An email has been sent to service users",""
"app/main/views/service_settings.py:419 app/main/views/service_settings.py:428 app/templates/views/service-settings.html:485","Set sensitive service",""
"app/main/views/service_settings.py:439 app/templates/views/service-settings.html:154","Send files by email",""
"app/main/views/service_settings.py:442","This feature is only available when sending through the API.<br>Learn more in the <a href='{}'>API documentation</a>.",""
"app/main/views/service_settings.py:515","‘%(service_name)s’ was deleted",""
"app/main/views/service_settings.py:522 app/main/views/templates.py:1306 app/main/views/templates.py:1574","Are you sure you want to delete",""
"app/main/views/service_settings.py:524","There’s no way to undo this.",""
"app/main/views/service_settings.py:539","Are you sure you want to suspend this service?",""
"app/main/views/service_settings.py:553","Are you sure you want to resume the service?",""
"app/main/views/service_settings.py:575","Sending domain updated",""
"app/main/views/service_settings.py:640 app/templates/components/profile-item.html:11 app/templates/views/newsletter/change_language.html:28 app/templates/views/organisations/organisation/settings/index.html:21 app/templates/views/organisations/organisation/settings/index.html:30 app/templates/views/organisations/organisation/settings/index.html:45 app/templates/views/organisations/organisation/settings/index.html:60 app/templates/views/organisations/organisation/settings/index.html:69 app/templates/views/organisations/organisation/settings/index.html:78 app/templates/views/service-settings.html:8 app/templates/views/service-settings/email_reply_to.html:37 app/templates/views/service-settings/sms-senders.html:38 app/templates/views/user-profile.html:12","Change",""
"app/main/views/service_settings.py:640 app/templates/views/service-settings/data-retention/add.html:22 app/templates/views/service-settings/email-reply-to/add.html:31 app/templates/views/service-settings/letter-contact/add.html:34","Add",""
"app/main/views/service_settings.py:752","Are you sure you want to delete this reply-to email address?",""
"app/main/views/service_settings.py:754 app/main/views/service_settings.py:761","You’re about to delete your default reply-to address.",""
"app/main/views/service_settings.py:762"," The new default will be the next email on your list of reply-to addresses: ‘{}’",""
"app/main/views/service_settings.py:833","Start all text messages with",""
"app/main/views/service_settings.py:982","Are you sure you want to delete this contact block?",""
"app/main/views/service_settings.py:1064","Are you sure you want to delete this text message sender?",""
"app/main/views/service_settings.py:1425","Custom {} logo",""
"app/main/views/service_settings.py:1430","Type of logo",""
"app/main/views/service_settings.py:1519 app/main/views/service_settings.py:1534 app/main/views/service_settings.py:1539 app/templates/views/service-settings.html:503","Suspend Callback",""
